Name,Medium,Type,Secondary Type,Tertiary Type,Product Name,Username,Manufacturer,Model,Developer,Author,Editor,Publisher,Language,Year,Original Price,Identifying Number,Floppy Drive,Optical Drive,Hard Disk Drive,RAM,CPU,External Connections,Internal Connections,Operating System,Compatibility,Accession Number,Date Tested,Donor,notes,image,360_image
Passport Inside Colombia,Software,"3.5"" Floppy Disk",User Backup,Information,Passport Inside Colombia,,,,,,,,,,,,,,,,,,,,Macintosh,2023.1.88,,Rafael Fajardo,,,
"Thesis Scan ""Terrorist""",Software,"3.5"" Floppy Disk",User Generated,Documents/Data,"Thesis Scan ""Terrorist""",,,,,,,,,,,,,,,,,,,,Macintosh,2023.1.89,,Rafael Fajardo,,,
"""TEXTS""",Software,"3.5"" Floppy Disk",User Generated,Documents/Data,"""TEXTS""",,,,,,,,,,,,,,,,,,,,Macintosh,2023.1.90,,Rafael Fajardo,,,
020 Encounter Sketch,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,020 Encounter Sketch,,,,,,,,,,,,,,,,,,,,Macintosh,2023.1.91,,Rafael Fajardo,,,
MyHandsFingersTogether,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,MyHandsFingersTogether,,,,,,,,,,,,,,,,,,,,Macintosh,2023.1.92,,Rafael Fajardo,,,
Thesis Courier Disk,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,Thesis Courier Disk,,,,,,,,,,,,,,,,,,,,Macintosh,2023.1.93,,Rafael Fajardo,,,
Thesis Scan My Face Against Glass Color,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,Thesis Scan My Face Against Glass Color,,,,,,,,,,,,,,,,,,,,Macintosh,2023.1.94,,Rafael Fajardo,,,
Thesis Scans My Face Against The Glass,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,Thesis Scans My Face Against The Glass,,,,,,,,,,,,,,,,,,,,Macintosh,2023.1.95,,Rafael Fajardo,,,
Better Spiral Hand,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,Better Spiral Hand,,,,,,,,,,,,,,,,,,,,Macintosh,2023.1.96,,Rafael Fajardo,,,
Lenin Portrait,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,Lenin Portrait,,,,,,,,,,,,,,,,,,,,Macintosh,2023.1.97,,Rafael Fajardo,,,
Hitchcock 1 TIFFS,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,Hitchcock 1 TIFFS,,,,,,,,,,,,,,,,,,,,Macintosh,2023.1.98,,Rafael Fajardo,,,
Hitchcock 2 TIFFS & Poster Document,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,Hitchcock 2 TIFFS & Poster Document,,,,,,,,,,,,,,,,,,,,Macintosh,2023.1.99,,Rafael Fajardo,,,
Hitchcock 3,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,Hitchcock 3,,,,,,,,,,,,,,,,,,,,Macintosh,2023.1.100,,Rafael Fajardo,,,
Narrative,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,Narrative,,,,,,,,,,,,,,,,,,,,Macintosh,2023.1.101,,Rafael Fajardo,,,
Tachyon: The Fringe,Software,CD-ROM,Game,Simulation,Tachyon: The Fringe,,,9765-9150,NovaLogic,Randy Casey,,NovaLogic,English,2000,,,,,,,,,,,,2023.1.102,,Wenhua Shi,,,
TQ-Mini Drivers,Software,CD-ROM,User Backup,Utility,TQ-Mini Drivers,,,,,,,,,,,,,,,,,,,,,2023.1.107,,,,,
Multi Plan,Software,"5.25"" Floppy Disk",User Backup,Productivity,Multi Plan,,,,,,,,,,,,,,,,,,,,Apple II,2023.1.108,,,,,
CP/M Master,Software,"5.25"" Floppy Disk",User Backup,Utility,CP/M Master,,,,,,,,,,,,,,,,,,,,Apple II,2023.1.109,,,,,
CP/M Master,Software,"5.25"" Floppy Disk",User Backup,Utility,CP/M Master,,,,,,,,,,,,,,,,,,,,Apple II,2023.1.110,,,,,
CP/M 3.3 Master,Software,"5.25"" Floppy Disk",User Backup,Utility,CP/M 3.3 Master,,,,,,,,,,,,,,,,,,,,Apple II,2023.1.111,,,,,
DOS 3.3 System Master,Software,"5.25"" Floppy Disk",User Backup,Utility,DOS 3.3 System Master,,,,,,,,,,,,,,,,,,,,Apple II,2023.1.112,,,,,
Sound Studio,Software,"5.25"" Floppy Disk",User Backup,Media Production,Sound Studio,,,,,,,,,,,,,,,,,,,,Commodore 64,2023.1.113,,,,,
Sound Studio,Software,"5.25"" Floppy Disk",User Backup,Media Production,Sound Studio,,,,,,,,,,,,,,,,,,,,Commodore 64,2023.1.114,,,,,
DOS 3.3 System Master,Software,"5.25"" Floppy Disk",System Utility,Operating System,DOS 3.3 System Master,,,680-0051-01,"Apple Computer, Inc.",,,"Apple Computer, Inc.",English,1980,,,,,,,,,,,Apple II,2023.1.115,,,,,
System Master DOS 3.2.1 Standard,Software,"5.25"" Floppy Disk",System Utility,Operating System,System Master DOS 3.2.1 Standard,,,600-2542-01,"Apple Computer, Inc.",,,"Apple Computer, Inc.",English,1979,,,,,,,,,,,Apple II,2023.1.116,,,,,
Palm Tungsten Desktop Software and Software Essential CDs,Software,CD-ROM,System Utility,Driver,Palm Tungsten Desktop Software and Software Essential CDs,,,340-4570A-US,"Palm, Inc.",,,"Palm, Inc.",English,2002,,,,,,,,,,,,2023.1.117,,Benj Edwards / Brad Feld,,,
Handspring,Software,CD-ROM,System Utility,Driver,Handspring,,,50-0644-00,"Handspring, Inc.",,,"Handspring, Inc.",English,2001,,,,,,,,,,,,2023.1.118,,Benj Edwards / Brad Feld,,,
Palm Universal Wireless Keyboard,Software,CD-ROM,System Utility,Driver,Palm Universal Wireless Keyboard,,,742-10120-01,"Palm, Inc.",,,"Palm, Inc.",English,2005,,,,,,,,,,,,2023.1.119,,Benj Edwards / Brad Feld,,,
Micro Innovations Keyboard,Software,CD-ROM,System Utility,Driver,Micro Innovations Keyboard,,,,Micro Innovations,,,Micro Innovations,English,,,,,,,,,,,,,2023.1.120,,Benj Edwards / Brad Feld,,,
Stagecast Creator,Software,CD-ROM,Creative,Educational,Stagecast Creator,,,V 1.0,Stagecast Software Inc.,,,Stagecast Software Inc.,English,1999,,,,,,,,,,,,2023.1.137,,Chris Torrence,"In box, with manuals",,
BBEdit,Software,CD-ROM,Productivity,Word Processing,BBEdit,,,V 4.02,"Bare Bones Software, Inc.",,,"Bare Bones Software, Inc.",English,1996,,BBSW BECD07,,,,,,,,,Macintosh,2023.1.138,,,,,
A Hard Days Night,Software,CD-ROM,Media,Interactive Documentary,A Hard Days Night,,,QT8,The Voyager Company,,,The Voyager Company,English,1993,,1-55940-265-2,,,,,,,,,Macintosh,2023.1.139,,,,,
10 Flexible Disks,Software,"8"" Floppy Disk",Blank Media,SSD,10 Flexible Disks,,Philips,S/FD 01,,,,Philips,,,,8709 001 10123,,,,,,,,,,2023.1.140,,,sealed in box,,
The Big Red Apple Club Disk Network #12,Software,"5.25"" Floppy Disk",Media,Periodical,The Big Red Apple Club Disk Network #12,,,"July 30, 1985",,,,The Big Red Apple Club,English,1985,,,,,,,,,,,Apple II,2023.1.146,,Michelle & Don Garanson,,,
Softdisk,Software,"5.25"" Floppy Disk",Demo,Software Sampler,Softdisk,,,,,,,Softdisk,English,1985,,,,,,,,,,,Apple II,2023.1.147,,Michelle & Don Garanson,in Softdisk mailer,,
"Games #1, Raster Blaster, Gran Prix, Sabotage",Software,"5.25"" Floppy Disk",User Backup,Games,"Games #1, Raster Blaster, Gran Prix, Sabotage",,,,,,,,,,,,,,,,,,,,,2023.1.148,,Michelle & Don Garanson,in binder of disks,,
"Games #2 Defender, Space Eggs",Software,"5.25"" Floppy Disk",User Backup,Games,"Games #2 Defender, Space Eggs",,,,,,,,,,,,,,,,,,,,,2023.1.149,,Michelle & Don Garanson,in binder of disks,,
"Games #3 Gobbler, Apple Panic",Software,"5.25"" Floppy Disk",User Backup,Games,"Games #3 Gobbler, Apple Panic",,,,,,,,,,,,,,,,,,,,,2023.1.150,,Michelle & Don Garanson,in binder of disks,,
Games #4 Falcons,Software,"5.25"" Floppy Disk",User Backup,Games,Games #4 Falcons,,,,,,,,,,,,,,,,,,,,,2023.1.151,,Michelle & Don Garanson,in binder of disks,,
"Games #5 Alien Typhoon, Missile Command, Puck Man",Software,"5.25"" Floppy Disk",User Backup,Games,"Games #5 Alien Typhoon, Missile Command, Puck Man",,,,,,,,,,,,,,,,,,,,,2023.1.152,,Michelle & Don Garanson,in binder of disks,,
Games #6 Pegasus,Software,"5.25"" Floppy Disk",User Backup,Games,Games #6 Pegasus,,,,,,,,,,,,,,,,,,,,,2023.1.153,,Michelle & Don Garanson,in binder of disks,,
"Games #7 Space Invaders, Adventureland",Software,"5.25"" Floppy Disk",User Backup,Games,"Games #7 Space Invaders, Adventureland",,,,,,,,,,,,,,,,,,,,,2023.1.154,,Michelle & Don Garanson,in binder of disks,,
"Games #8 Pool, Space Raiders",Software,"5.25"" Floppy Disk",User Backup,Games,"Games #8 Pool, Space Raiders",,,,,,,,,,,,,,,,,,,,,2023.1.155,,Michelle & Don Garanson,in binder of disks,,
Games #9 Centipede,Software,"5.25"" Floppy Disk",User Backup,Games,Games #9 Centipede,,,,,,,,,,,,,,,,,,,,,2023.1.156,,Michelle & Don Garanson,in binder of disks,,
#1,Software,"5.25"" Floppy Disk",User Backup,Assorted,#1,,,,,,,,,,,,,,,,,,,,,2023.1.157,,Michelle & Don Garanson,"in binder of disks, inc. hand-written program list",,
#2,Software,"5.25"" Floppy Disk",User Backup,Assorted,#2,,,,,,,,,,,,,,,,,,,,,2023.1.158,,Michelle & Don Garanson,"in binder of disks, inc. hand-written program list",,
#3,Software,"5.25"" Floppy Disk",User Backup,Assorted,#3,,,,,,,,,,,,,,,,,,,,,2023.1.159,,Michelle & Don Garanson,in binder of disks,,
#4,Software,"5.25"" Floppy Disk",User Backup,Assorted,#4,,,,,,,,,,,,,,,,,,,,,2023.1.160,,Michelle & Don Garanson,"in binder of disks, inc. hand-written program list",,
#5,Software,"5.25"" Floppy Disk",User Backup,Assorted,#5,,,,,,,,,,,,,,,,,,,,,2023.1.161,,Michelle & Don Garanson,"in binder of disks, inc. hand-written program list",,
#6,Software,"5.25"" Floppy Disk",User Backup,Assorted,#6,,,,,,,,,,,,,,,,,,,,,2023.1.162,,Michelle & Don Garanson,"in binder of disks, inc. hand-written program list",,
#7,Software,"5.25"" Floppy Disk",User Backup,Assorted,#7,,,,,,,,,,,,,,,,,,,,,2023.1.163,,Michelle & Don Garanson,"in binder of disks, inc. hand-written program list",,
LOVE.BAS,Software,Paper Tape,User Generated,Art,LOVE.BAS,,,,David Ahl,Elgin Lee,,"ArtSci, Inc.",English,1982,,,,,,,,,,,HP 2100,2023.2.6,,Eric Furst,,,
Personal Entertainment Software A Warm-Up Kit For Your Enjoyment While Learning To Use The HX-20 Notebook Computer,Software,Cassette,Demo,Software Sampler,Personal Entertainment Software A Warm-Up Kit For Your Enjoyment While Learning To Use The HX-20 Notebook Computer,,,HS-0001,,,,"ArtSci, Inc.",English,1982,,,,,,,,,,,,2023.2.35,,,,,
Personal Entertainment Software A Warm-Up Kit For Your Enjoyment While Learning To Use The HX-20 Notebook Computer,Software,Cassette,Demo,Software Sampler,Personal Entertainment Software A Warm-Up Kit For Your Enjoyment While Learning To Use The HX-20 Notebook Computer,,,HS-0001,,,,,,,,,,,,,,,,,,2023.2.36,,,,,
"""Castle Wolferstein""",Software,"5.25"" Floppy Disk",User Backup,Games,"""Castle Wolferstein""",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.39,,,,,
"""Stellar 7""",Software,"5.25"" Floppy Disk",User Backup,Games,"""Stellar 7""",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.40,,,,,
"""Wonderful World of Eamon""",Software,"5.25"" Floppy Disk",User Backup,Games,"""Wonderful World of Eamon""",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.41,,,,,
"""Taxman"", etc.",Software,"5.25"" Floppy Disk",User Backup,Games,"""Taxman"", etc.",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.42,,,,,
"""Loadrunner"", etc.",Software,"5.25"" Floppy Disk",User Backup,Games,"""Loadrunner"", etc.",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.43,,,,,
"""Shuffleboard"", etc.",Software,"5.25"" Floppy Disk",User Backup,Games,"""Shuffleboard"", etc.",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.44,,,,,
"""Pool"", etc.",Software,"5.25"" Floppy Disk",User Backup,Games,"""Pool"", etc.",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.45,,,,,
"""Night Mission Pinball"", etc.",Software,"5.25"" Floppy Disk",User Backup,Games,"""Night Mission Pinball"", etc.",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.46,,,,,
"""Choplifter"", etc.",Software,"5.25"" Floppy Disk",User Backup,Games,"""Choplifter"", etc.",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.47,,,,,
"""Donkey Kong"", etc.",Software,"5.25"" Floppy Disk",User Backup,Games,"""Donkey Kong"", etc.",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.48,,,,,
"""Robotron 2084"", etc.",Software,"5.25"" Floppy Disk",User Backup,Games,"""Robotron 2084"", etc.",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.49,,,,,
"""Bruce Lee, Checkers""",Software,"5.25"" Floppy Disk",User Backup,Games,"""Bruce Lee, Checkers""",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.50,,,,,
"""Creature Venture""",Software,"5.25"" Floppy Disk",User Backup,Games,"""Creature Venture""",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.51,,,,,
"""Jumpman, Castle Wolfenstein""",Software,"5.25"" Floppy Disk",User Backup,Games,"""Jumpman, Castle Wolfenstein""",,,,,,,,,,,,,,,,,,,,Commodore 64,2023.2.52,,,,,
"""Space Station""",Software,"5.25"" Floppy Disk",User Backup,Games,"""Space Station""",,,,,,,,,,,,,,,,,,,,Commodore 64,2023.2.53,,,,,
"""Mechanical""",Software,"5.25"" Floppy Disk",User Backup,Utility,"""Mechanical""",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.54,,,,,
"""Appleworks Sample Files""",Software,"5.25"" Floppy Disk",User Backup,Productivity,"""Appleworks Sample Files""",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.55,,,,,
"""Super Checkbook III""",Software,"5.25"" Floppy Disk",User Backup,Productivity,"""Super Checkbook III""",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.56,,,,,
"""1985 Tax Preparer""",Software,"5.25"" Floppy Disk",User Backup,Productivity,"""1985 Tax Preparer""",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.57,,,,,
"""Tax Preparer 1984""",Software,"5.25"" Floppy Disk",User Backup,Productivity,"""Tax Preparer 1984""",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.58,,,,,
"""1986 Tax Preparer""",Software,"5.25"" Floppy Disk",User Backup,Productivity,"""1986 Tax Preparer""",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.59,,,,,
"""Pascal PASEX""",Software,"5.25"" Floppy Disk",User Backup,Utility,"""Pascal PASEX""",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.60,,,,,
"""Pascal Apple 0""",Software,"5.25"" Floppy Disk",User Backup,Utility,"""Pascal Apple 0""",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.61,,,,,
"""Pascal Prog 1""",Software,"5.25"" Floppy Disk",User Backup,Utility,"""Pascal Prog 1""",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.62,,,,,
"""Pascal Prog 2""",Software,"5.25"" Floppy Disk",User Backup,Utility,"""Pascal Prog 2""",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.63,,,,,
"""Pascal Prog 3""",Software,"5.25"" Floppy Disk",User Backup,Utility,"""Pascal Prog 3""",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.64,,,,,
"""Locksmith 5.0""",Software,"5.25"" Floppy Disk",User Backup,Utility,"""Locksmith 5.0""",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.65,,,,,
"""Ultimate Copy Disk""",Software,"5.25"" Floppy Disk",User Backup,Utility,"""Ultimate Copy Disk""",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.66,,,,,
"""Copy II+ v 8.4""",Software,"5.25"" Floppy Disk",User Backup,Utility,"""Copy II+ v 8.4""",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.67,,,,,
"""Disk Muncher 1.0""",Software,"5.25"" Floppy Disk",User Backup,Utility,"""Disk Muncher 1.0""",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.68,,,,,
"""Quickspell Dictionary""",Software,"5.25"" Floppy Disk",User Backup,Productivity,"""Quickspell Dictionary""",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.69,,,,,
"""Format II Word Processing""",Software,"5.25"" Floppy Disk",User Backup,Productivity,"""Format II Word Processing""",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.70,,,,,
"""Word Processing Format II""",Software,"5.25"" Floppy Disk",User Backup,Productivity,"""Word Processing Format II""",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.71,,,,,
"""German Word Processing""",Software,"5.25"" Floppy Disk",User Backup,Productivity,"""German Word Processing""",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.72,,,,,
"""Appleworks v 1.2""",Software,"5.25"" Floppy Disk",User Backup,Productivity,"""Appleworks v 1.2""",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.73,,,,,
"""Drodl""",Software,"5.25"" Floppy Disk",User Backup,Assorted,"""Drodl""",,,,,,,,,,,,,,,,,,,,Apple II,2023.2.74,,,,,
"""Diamond Stealth 64 Drivers""",Software,"3.5"" Floppy Disk",User Backup,Utility,"""Diamond Stealth 64 Drivers""",,,v 1.02,,,,,,1994,,,,,,,,,,,Windows NT,2023.2.75,,Aryeh Goretsky,,,
"""Diamond Stealth 64 VRAM""",Software,"3.5"" Floppy Disk",User Backup,Utility,"""Diamond Stealth 64 VRAM""",,,v 1.10,,,,,,1994,,,,,,,,,,,Windows 3.1,2023.2.76,,Aryeh Goretsky,2 disks,,
"""Diamond Stealth 64 VRAM Video Driver""",Software,"3.5"" Floppy Disk",User Backup,Utility,"""Diamond Stealth 64 VRAM Video Driver""",,,,,,,,,,,,,,,,,,,,OS/2,2023.2.77,,Aryeh Goretsky,2 disks,,
"""Diamond Stealth 64 VRAM Driver Disk""",Software,"3.5"" Floppy Disk",User Backup,Utility,"""Diamond Stealth 64 VRAM Driver Disk""",,,v 1.01,,,,,,1994,,,,,,,,,,,OS/2,2023.2.78,,Aryeh Goretsky,,,
"""Microsoft Word 6.0A Patch""",Software,"3.5"" Floppy Disk",User Backup,Utility,"""Microsoft Word 6.0A Patch""",,,,,,,,,1994,,,,,,,,,,,Windows,2023.2.79,,Aryeh Goretsky,,,
"""Microsoft Ole""",Software,"3.5"" Floppy Disk",User Backup,Utility,"""Microsoft Ole""",,,v 2.02,,,,,,,,,,,,,,,,,Windows,2023.2.80,,Aryeh Goretsky,,,
"""PM 4.0 Help Disk - IBM TP770X""",Software,"3.5"" Floppy Disk",User Backup,Utility,"""PM 4.0 Help Disk - IBM TP770X""",,,,,,,,,,,,,,,,,,,,Windows,2023.2.81,,Aryeh Goretsky,,,
"""PM 4.0 Rescue Disk - IBM TP770X""",Software,"3.5"" Floppy Disk",User Backup,Utility,"""PM 4.0 Rescue Disk - IBM TP770X""",,,,,,,,,,,,,,,,,,,,Windows,2023.2.82,,Aryeh Goretsky,,,
"""Partition Magic 4.0""",Software,"3.5"" Floppy Disk",User Backup,Utility,"""Partition Magic 4.0""",,,v 4.0,,,,,,,,,,,,,,,,,Windows,2023.2.83,,Aryeh Goretsky,,,
"""Partition Magic 4.0 Help Disk""",Software,"3.5"" Floppy Disk",User Backup,Utility,"""Partition Magic 4.0 Help Disk""",,,,,,,,,,,,,,,,,,,,Windows,2023.2.84,,Aryeh Goretsky,,,
"""Notes from Syscon '98""",Software,"3.5"" Floppy Disk",User Backup,Documents/Data,"""Notes from Syscon '98""",,,,,,,"Tribal Voice, Inc.",,1998,,,,,,,,,,,Windows,2023.2.85,,Aryeh Goretsky,,,
"""#9 Hawkeye""",Software,"3.5"" Floppy Disk",User Backup,Utility,"""#9 Hawkeye""",,,v 2.38,,,,,,1995,,,,,,,,,,,Windows,2023.2.86,,Aryeh Goretsky,,,
"""Search and Replace by Funduc Software""",Software,"3.5"" Floppy Disk",User Backup,Utility,"""Search and Replace by Funduc Software""",,,,,,,,,1996,,,,,,,,,,,Windows,2023.2.87,,Aryeh Goretsky,,,
"""IBM Etherjet 100/10 Driver""",Software,"3.5"" Floppy Disk",User Backup,Utility,"""IBM Etherjet 100/10 Driver""",,,v 2.53,,,,,,1997,,,,,,,,,,,Windows,2023.2.88,,Aryeh Goretsky,2 disks,,
"""AMI Configuration Disk Configuration Utility""",Software,"3.5"" Floppy Disk",User Backup,Utility,"""AMI Configuration Disk Configuration Utility""",,,,,,,,,1995,,,,,,,,,,,Windows,2023.2.89,,Aryeh Goretsky,,,
"""AMI Motherboard Enterprise IV Series 87""",Software,"3.5"" Floppy Disk",User Backup,Utility,"""AMI Motherboard Enterprise IV Series 87""",,,,,,,,,,,,,,,,,,,,Windows,2023.2.90,,Aryeh Goretsky,,,
"""AMI Motherboard Enterprise IV Series 87 Flash Bios""",Software,"3.5"" Floppy Disk",User Backup,Utility,"""AMI Motherboard Enterprise IV Series 87 Flash Bios""",,,,,,,,,,,,,,,,,,,,Windows,2023.2.91,,Aryeh Goretsky,,,
"""Desqview 386 Back Up Diskette""",Software,"3.5"" Floppy Disk",User Backup,Utility,"""Desqview 386 Back Up Diskette""",,,v 2.4.2,,,,,,,,,,,,,,,,,Windows,2023.2.92,,Aryeh Goretsky,,,
"""Norton Utils""",Software,"3.5"" Floppy Disk",User Backup,Utility,"""Norton Utils""",,,,,,,,,,,,,,,,,,,,Windows,2023.2.93,,Aryeh Goretsky,2 disks,,
"""Graham Utilities For OS/2""",Software,"3.5"" Floppy Disk",User Backup,Utility,"""Graham Utilities For OS/2""",,,v 1.04,,,,,,1994,,,,,,,,,,,OS/2,2023.2.94,,Aryeh Goretsky,,,
"""MS-DOS Boot Disk""",Software,"3.5"" Floppy Disk",User Backup,Utility,"""MS-DOS Boot Disk""",,,v 5.0,,,,,,,,,,,,,,,,,Windows,2023.2.95,,Aryeh Goretsky,,,
"""OS/2 Diskette""",Software,"3.5"" Floppy Disk",User Backup,Utility,"""OS/2 Diskette""",,,,,,,,,,,,,,,,,,,,OS/2,2023.2.96,,Aryeh Goretsky,2 disks,,
"""OS/2 Installer""",Software,"3.5"" Floppy Disk",User Backup,Utility,"""OS/2 Installer""",,,,,,,,,,,,,,,,,,,,OS/2,2023.2.97,,Aryeh Goretsky,,,
"""TCP/IP CSD for OS/2""",Software,"3.5"" Floppy Disk",User Backup,Utility,"""TCP/IP CSD for OS/2""",,,v 2.0,,,,,,1995,,,,,,,,,,,OS/2,2023.2.98,,Aryeh Goretsky,4 disks,,
"""IBM OS/2 Warp""",Software,"3.5"" Floppy Disk",User Backup,Utility,"""IBM OS/2 Warp""",,,v 3,,,,,,1995,,,,,,,,,,,OS/2,2023.2.99,,Aryeh Goretsky,,,
"""OS/2 Warp Connect""",Software,"3.5"" Floppy Disk",User Backup,Utility,"""OS/2 Warp Connect""",,,,,,,,,,,,,,,,,,,,OS/2,2023.2.100,,Aryeh Goretsky,,,
"""IBM OS/2 Diskette 1 for CD-ROM""",Software,"3.5"" Floppy Disk",User Backup,Utility,"""IBM OS/2 Diskette 1 for CD-ROM""",,,,,,,,,,,,,,,,,,,,OS/2,2023.2.101,,Aryeh Goretsky,,,
"""IBM OS/2 CD-ROM""",Software,"3.5"" Floppy Disk",User Backup,Utility,"""IBM OS/2 CD-ROM""",,,v 2.1,,,,,,,,,,,,,,,,,OS/2,2023.2.102,,Aryeh Goretsky,,,
"""OS/2 Warp Support Disk""",Software,"3.5"" Floppy Disk",User Backup,Utility,"""OS/2 Warp Support Disk""",,,v 3.0,,,,,,,,,,,,,,,,,OS/2,2023.2.103,,Aryeh Goretsky,,,
"""IBM OS/2 Warp Installation Disk""",Software,"3.5"" Floppy Disk",User Backup,Utility,"""IBM OS/2 Warp Installation Disk""",,,v 3.0,,,,,,1995,,,,,,,,,,,OS/2,2023.2.104,,Aryeh Goretsky,,,
EtherDisk,Software,"3.5"" Floppy Disk",System Utility,Driver,EtherDisk,,,v 5.1,3Com Corporation,,,3Com Corporation,,1995,,83-0728-000,,,,,,,,,Windows,2023.2.105,,Aryeh Goretsky,,,
EtherDisk XL,Software,"3.5"" Floppy Disk",System Utility,Driver,EtherDisk XL,,,v 2.1,3Com Corporation,,,3Com Corporation,,1997,,83-0871-001,,,,,,,,,Windows,2023.2.106,,Aryeh Goretsky,2 disks,,
EtherDisk XL CardBus,Software,"3.5"" Floppy Disk",System Utility,Driver,EtherDisk XL CardBus,,,v 1.0,3Com Corporation,,,3Com Corporation,,1997,,83-0841-000,,,,,,,,,Windows,2023.2.107,,Aryeh Goretsky,,,
3Com Megahertz LAN + Modem,Software,"3.5"" Floppy Disk",System Utility,Driver,3Com Megahertz LAN + Modem,,,v 3.0,3Com Corporation,,,3Com Corporation,,1999,,83-1423-000,,,,,,,,,Windows 95/98,2023.2.108,,Aryeh Goretsky,,,
3Com Megahertz LAN + Modem,Software,"3.5"" Floppy Disk",System Utility,Driver,3Com Megahertz LAN + Modem,,,v 3.0,3Com Corporation,,,3Com Corporation,,1999,,83-1430-000,,,,,,,,,Windows 2000,2023.2.109,,Aryeh Goretsky,,,
3Com Megahertz LAN + Modem,Software,"3.5"" Floppy Disk",System Utility,Driver,3Com Megahertz LAN + Modem,,,v 3.0,3Com Corporation,,,3Com Corporation,,1999,,84-1422-000,,,,,,,,,Windows NT,2023.2.110,,Aryeh Goretsky,,,
PalmPilot Desktop,Software,"3.5"" Floppy Disk",System Utility,Driver,PalmPilot Desktop,,,v 4.0,3Com Corporation,,,3Com Corporation,,1997,,742-0242-01C,,,,,,,,,"Windows 95, Windows NT",2023.2.111,,Aryeh Goretsky,4 disks,,
Avant CVT Setup,Software,"3.5"" Floppy Disk",System Utility,Driver,Avant CVT Setup,,,,,,,,,,,,,,,,,,,,Windows,2023.2.112,,Aryeh Goretsky,,,
HawkEye for Windows,Software,"3.5"" Floppy Disk",System Utility,Driver,HawkEye for Windows,,,v 1.45,Number Nine Visual Technology Corp.,,,Number Nine Visual Technology Corp.,,,,,,,,,,,,,Windows,2023.2.113,,Aryeh Goretsky,,,
HawkEye 9FXMotion 771,Software,"3.5"" Floppy Disk",System Utility,Driver,HawkEye 9FXMotion 771,,,v 1.02,Number Nine Visual Technology Corp.,,,Number Nine Visual Technology Corp.,,1995,,,,,,,,,,,Windows,2023.2.114,,Aryeh Goretsky,,,
HawkEye 9FXMotion 771,Software,"3.5"" Floppy Disk",System Utility,Driver,HawkEye 9FXMotion 771,,,v 2.12,Number Nine Visual Technology Corp.,,,Number Nine Visual Technology Corp.,,1995,,,,,,,,,,,Windows,2023.2.115,,Aryeh Goretsky,2 disks,,
9FXMotion 771 Display Drivers,Software,"3.5"" Floppy Disk",System Utility,Driver,9FXMotion 771 Display Drivers,,,v 2.52,Number Nine Visual Technology Corp.,,,Number Nine Visual Technology Corp.,,1995,,3057-A,,,,,,,,,Windows,2023.2.116,,Aryeh Goretsky,2 disks,,
